page_id,page_title,page_views,intro_text
4765652,Oneok,811,"ONEOK, Inc. (pronounced ""One-Oak"") is a diversified Fortune 500 corporation based in Tulsa, Oklahoma. ONEOK was founded in 1906 as Oklahoma Natural Gas Company, but It changed its corporate name to ONEOK in December 1980. It also owns major natural gas liquids (NGL) systems due to the 2005 acquisition of Koch Industries natural gas businesses. ONEOK's Energy Services operation focuses primarily on marketing natural gas and related services throughout the U.S. Energy Services, which derives more than 84 percent of its earnings from the physical marketing business, showed an operating income increase of $26.5 million. Energy Services’ retail business participates in customer gas choice program in Nebraska and Wyoming. On December 22, 2005, The ONEOK Foundation said it would donate $1 million this winter to assist residents in Oklahoma, Kansas and Texas with their energy bills. In 2007, Fortune magazine named ONEOK the most admired company in the energy industry. ONEOK's predecessor, Oklahoma Natural Gas Company (ONG), had been headquartered in an Art Deco building on the northwest corner of Seventh Street and Boston Avenue in Tulsa since 1928. In 1982, ONEOK chairman, J. E. Tyree, announced plans to demolish the ONG building and replace it with a new 16-story tower. However, this did not happen. Instead, ONEOK bought the Cities Service Company (later renamed Citgo) in August, 1982. The acquired company already had a project underway to build a high-rise headquarters building at Fifth and Boulder. ONEOK realized that it would be more economical to cap the planned structure at 17 stories and move its headquarters there, rather than to proceed with its original plan. It completed the new black granite and glass tower in 1984. In 2009, ONEOK sponsored the construction of ONEOK Field, the new Tulsa Drillers minor league baseball stadium in downtown Tulsa."
4765890,Arrow Electronics,4333,"Arrow Electronics is an American Fortune 500 company headquartered in Centennial, Colorado. The company specializes in distribution and value added services relating to electronic components and computer products. The company ranked No. 109 in the 2019 Fortune 500 list of the largest United States corporations by total revenue."
4766109,AES Corporation,3594,"The AES Corporation is a Fortune 500 company that generates and distributes electrical power. AES is headquartered in Arlington, Virginia, and is one of the world's leading power companies, generating and distributing electric power in 15 countries and employing 10,500 people worldwide."
4777541,Assurant,2600,"Assurant, Inc. is a global provider of risk management products and services with headquarters in New York City. Its businesses provide a diverse set of specialty, niche-market insurance products in the property, casualty, extended device protection, and preneed insurance sectors. The company’s three operating segments are Global Housing, Global Lifestyle, and Global Preneed. The company, formerly known as Fortis, Inc., was spun off from Dutch and Belgian financial-services company Fortis Insurance N.V. in 2004. The company’s initial public offering on Feb. 5, 2004 at $1.76 billion was the fourth largest that year. In connection with the public offering, the company changed its name to Assurant, Inc. Assurant is 440 on the Fortune 500 list of the largest publicly traded companies in the United States."
4806976,W. W. Grainger,4252,"W. W. Grainger, Inc. is an American Fortune 500 industrial supply company founded in 1927 in Chicago by William W. (Bill) Grainger. He founded the company in order to provide consumers with access to a consistent supply of motors. The company now serves more than 3 million customers worldwide with offerings such as motors, lighting, material handling, fasteners, plumbing, tools, and safety supplies, along with inventory management services and technical support. Revenue is generally from business-to-business sales rather than retail sales. Grainger serves its over 3 million customers through a network of approximately 598 branches, online channels (such as Grainger.com, KeepStock and eProcurement), and 33 distribution centers."
4812578,W. R. Berkley Corporation,1530,"W. R. Berkley Corporation () is a Fortune 500 company founded in 1967, and based in Greenwich, Connecticut, United States. W. R. Berkley Corporation is a commercial lines property & casualty insurance holding company. In 2012, W. R. Berkley's total revenue was $5.82 Billion, of which $3.94 Billion came from the company's Insurance-Domestic segment, $678 Million from Insurance-International segment and $732 Million from Reinsurance-Global segment. In 2017, the total revenue was $7.68 Billion."
4830490,Henry Schein,7170,Henry Schein Inc. is an American distributor of health care products and services with a presence in 32 countries. The company is a Fortune World’s Most Admired Company and is ranked number one in its industry for social responsibility by Fortune magazine. Henry Schein has been recognized by the Ethisphere Institute as the World's Most Ethical Company six times as of 2017.
4831088,The Mosaic Company,3292,"The Mosaic Company is a Fortune 500 company based in Tampa, Florida which mines phosphate and potash, and is the largest U.S. producer of potash and phosphate fertilizer."
4831315,Universal Health Services,2258,"Universal Health Services (UHS) is an American Fortune 500 company based in King of Prussia, Pennsylvania. One of the nation’s largest and most respected providers of hospital and healthcare services, Universal Health Services, Inc. has built an impressive record of achievement and performance. Growing steadily since our inception into an esteemed Fortune 500 corporation, our annual revenues were $10.77 billion during 2018. In 2019, UHS was again recognized as one of the World’s Most Admired Companies by Fortune; ranked #293 on the Fortune 500; and in 2017, listed #275 in Forbes inaugural ranking of America’s Top 500 Public Companies."
4841974,Lam Research,8937,"Lam Research Corporation is an American corporation that engages in the design, manufacture, marketing, and service of semiconductor processing equipment used in the fabrication of integrated circuits. Its products are used primarily in front-end wafer processing, which involves the steps that create the active components of semiconductor devices (transistors, capacitors) and their wiring (interconnects). The company also builds equipment for back-end wafer-level packaging (WLP), and for related manufacturing markets such as for microelectromechanical systems (MEMS). Lam Research was founded in 1980 by Dr. David K. Lam and is headquartered in Fremont, California, in the Silicon Valley. As of 2018, it was the second largest manufacturer in the Bay Area, after Tesla."
4846118,WEC Energy Group,1072,"WEC Energy Group Inc., based in Milwaukee, Wisconsin, provides electricity and natural gas to 4.4 million customers across four states. The company operates through its brands – We Energies (Wisconsin Electric Power and Wisconsin Gas), Wisconsin Public Service, Peoples Gas, North Shore Gas, Michigan Gas Utilities, Minnesota Energy Resources and Upper Michigan Energy Resources. WEC Energy Group's headquarters is located at 231 W. Michigan Street in Milwaukee. On 29 July 2015, the company completed its acquisition of Integrys Energy Group in a deal worth $9.1 billion."
4846353,EOG Resources,2825,"EOG Resources, Inc. is a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas. The company is ranked 270th on the Fortune 500. The company was named Enron Oil & Gas Company before its separation from Enron in 1999."
4868366,Wex,357,"Wex is a collaboratively built, freely available legal dictionary and encyclopedia. Wex is an initiative to construct a collaboratively-created, public-access law dictionary and encyclopedia. It is sponsored and hosted by the Legal Information Institute (""LII"") at the Cornell Law School. Much of the material that appears in Wex was originally developed for the LII's ""Law about..."" pages, to which Wex is the successor. Wex accepts contributions from qualified experts. It screens editors before allowing them to contribute."
4882039,TD Ameritrade,22970,"TD Ameritrade is a broker that offers an electronic trading platform for the trade of financial assets including common stocks, preferred stocks, futures contracts, exchange-traded funds, options, cryptocurrency, mutual funds, and fixed income investments. It also provided margin lending, and cash management services. The company was based in Omaha, Nebraska with major trading centers in Southlake, Texas and St Louis, Missouri. The letters TD are derived from Toronto-Dominion Bank. On November 25, 2019, it was announced that Charles Schwab Corporation would acquire TD Ameritrade for $26 billion."
4895605,UGI Corporation,1674,"UGI Corporation (formerly United Gas Improvement Co.) is a natural gas and electric power distribution company headquartered in King of Prussia, Pennsylvania, with extensive operations in the United States and Europe. UGI owns AmeriGas, the largest propane marketer in the United States. UGI also owns AvantiGas, Antar and Flaga in Europe. UGI also operates interstate and intrastate transmission and natural gas storage assets in the Marcellus Shale."
4905925,Avangrid,1913,"Avangrid, Inc. (formerly Energy East and Iberdrola USA), is an energy services and delivery company. AVANGRID serves about 3.1 million customers throughout upstate New York and New England in the United States."
5018651,Lennox International,1540,"Lennox International Inc. () is an intercontinental provider of climate control products for the heating, ventilation, air conditioning, (in the complex colloquially called: HVAC) and refrigeration markets. Lennox also includes the Heatcraft Refrigeration and Armstrong brands. The company was founded in 1895, in Marshalltown, Iowa, by Dave Lennox, the owner of a machine repair business for railroads. He designed and patented a riveted steel coal-fired furnace, which led to numerous advancements in heating, cooling and climate control solutions. The company was sold in 1904 to DW Norris who managed the company until his death in 1949, following which ownership devolved to his descendants who continued to hold a prominent position in the company in the following decades. From 1964-65, Lennox dabbled in the lawn and garden industry by building a small crawler tractor and mower called the Lennox Kitty Track 600. It featured a Briggs & Stratton engine and a 32"" mower deck.. In 1971 the small, nonprofitable (low pressure) gas cylinder business of Lennox Industries was sold to Worthington Industries, marking its first diversification step. In 1973, Lennox purchased the commercial refrigeration products firm Heatcraft, including the Larkin, Bohn, Chandler, and Climate Control brands. In 2010, the Kysor/Warren brand was added under the Heatcraft umbrella. Today, Lennox International is focused on three core businesses: Residential Heating and Cooling, Commercial Heating and Cooling, and Refrigeration. The company headquarters are in Richardson, Texas, near Dallas. Like several other air conditioning manufacturers in recent years, Lennox has faced a class action lawsuit regarding leaking evaporator coils due to formicary corrosion."
5021395,Thor Industries,1736,"Thor Industries, Inc. is an American manufacturer of recreational vehicles (RVs). The company sells towable and motorized RVs through its subsidiaries brands including Airstream, Heartland RV, Jayco, Livin Lite RV, and others. The company's headquarters is in Elkhart, Indiana. It has manufacturing facilities in Michigan, Ohio, Indiana, Idaho, and Oregon."
5152492,Webster Bank,925,"Webster Bank is an American commercial bank based in Waterbury, Connecticut. It has 177 branches and 316 ATMs located in Connecticut, Massachusetts, Rhode Island and Westchester County, New York."
5211483,SITE Centers,592,"SITE Centers Corp. (formerly DDR Corp. and Developers Diversified Realty, Inc.) is a publicly traded real estate investment trust that invests in shopping centers. Founded in 1965 by Bert Wolstein, the company is headquartered in Beachwood, Ohio. As of February 15, 2018 the company owned interests in 270 shopping centers in the United States, spread across thirty-two states and Puerto Rico. Notable properties wholly owned by the company include Shopper's World in Framingham, Massachusetts."
5227058,Taubman Centers,1095,"Taubman Centers, Inc. is a real estate investment trust that invests in shopping centers."
5249173,Neurocrine Biosciences,807,"Neurocrine Biosciences is a publicly traded biopharmaceutical company founded in 1992. The company is headquartered in San Diego, California, and led by CEO Kevin Gorman. Neurocrine develops treatments for neurological and endocrine-related diseases and disorders. In 2017, the company's drug valbenazine (Ingrezza) was approved in the US to treat adults with tardive dyskinesia (TD). The company is also developing treatments that are in various stages of clinical research for Parkinson's disease, Tourette syndrome, and congenital adrenal hyperplasia and with a partner for endometriosis and uterine fibroids."
5533631,"Tesla, Inc.",145300,"Tesla, Inc. (formerly Tesla Motors, Inc.), is an American automotive and energy company based in Palo Alto, California. The company specializes in electric car manufacturing and, through its SolarCity subsidiary, solar panel manufacturing. It operates multiple production and assembly plants, such as Gigafactory 1 near Reno, Nevada, and its main vehicle manufacturing facility at Tesla Factory in Fremont, California. As of March 2019, Tesla sells Model S, Model X, and Model&nbsp;3 cars. It is accepting reservations for the Model Y, Roadster (2020),, Cybertruck, and Semi vehicles. Tesla also sells Powerwall, Powerpack, and Megapack batteries, , , and some related products. Tesla was founded in July 2003, by engineers Martin Eberhard and Marc Tarpenning, under the name Tesla Motors. The company's name is a tribute to engineer Nikola Tesla. In early Series A funding, Tesla Motors was joined by Elon Musk, J. B. Straubel and Ian Wright, all of whom are retroactively allowed to call themselves co-founders of the company. Musk, who formerly served as chairman and is the current chief executive officer, said that he envisioned Tesla Motors as a technology company and independent automaker, aimed at eventually offering electric cars at prices affordable to the average consumer. Tesla Motors shortened its name to Tesla in February 2017. After 10 years in the market, Tesla ranked as the world's best selling plug-in passenger car manufacturer in 2018, both as a brand and by automotive group, with 245,240 units delivered and a market share of 12% of the plug-in segment sales. Tesla vehicle sales in the U.S. increased by 280% from 48,000 in 2017 to 182,400 in 2018, and globally were up by 138% from 2017. However, Tesla has never had a profitable year."
5617513,Regeneron Pharmaceuticals,9790,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Eastview, near Tarrytown, New York. The company was founded in 1988. Originally focused on neurotrophic factors and their regenerative capabilities (thus the name), it branched out into the study of both cytokine and tyrosine kinase receptors."
5629927,Corporate Office Properties Trust,348,"Corporate Office Properties Trust is a real estate investment trust that invests in office buildings, primarily in the suburbs of the Washington, D.C. metropolitan area and primarily leased to the U.S. government or companies in the arms industry."
5721883,United Rentals,2252,"United Rentals, Inc. () is the world's largest equipment rental company, with about 13 percent of the North American market share as of 2019. It owns the largest rental fleet in the world with about 660,000 rental units totaling about $14.2 billion in original equipment cost (OEC). The company has a workforce of approximately 18,800 employees, and operates 1,186 locations across 49 U.S. states, 10 Canadian provinces, Puerto Rico and four European countries. In 2017, United Rentals' revenue totaled more than $6.64 billion, with over $1.35 billion in profit. It is ranked #424 on the Fortune 500, and #1183 on the Forbes Global 2000 list of the world's largest public companies. URI was founded in 1997 by Bradley Jacobs and grew primarily through acquisition. It offers general, aerial, and specialty rentals to a customer base that includes construction and industrial companies; utilities; municipalities; and homeowners. In addition to rentals, the company offers new and used equipment sales, servicing, and safety training. United Rentals is currently led by Matthew Flannery (CEO), Dale Asplund (Executive Vice President & COO), and Jessica Graziano (Executive Vice President & CFO). It is headquartered in Stamford, Connecticut."
5842028,Flowserve,2602,"The Flowserve Corporation is an American multinational corporation and one of the largest suppliers of industrial and environmental machinery such as pumps, valves, end face mechanical seals, automation, and services to the power, oil, gas, chemical and other industries. Headquartered in Irving, Texas, a suburb of Dallas, Flowserve has over 18,000 employees in more than 55 countries. Flowserve sells products and offers aftermarket services to engineering and construction firms, original equipment manufacturers, distributors and end users. The Flowserve brand name originated in 1997 with a merger of BW/IP and Durco International. On August 21, 2007, Flowserve Corporation was recognized by CIO magazine as one of the 2007 CIO 100 Award Honorees."
5986774,Eaton Vance,1139,"Eaton Vance Corp. is one of the oldest investment management firms in the United States, with a history dating back to 1924. Through five primary investment affiliates, Eaton Vance provides investment products to individuals, institutions and financial professionals in the US, including wealth management, defined contribution investment only and sub-advisory services. In 2005 it opened an office in London."
6011160,BOK Financial Corporation,2379,"BOK Financial Corporation is a bank holding company headquartered in the BOK Tower in Tulsa, Oklahoma. The company is 60% owned by George Kaiser, who acquired the bank in 1991 from the FDIC. It is the largest bank in Oklahoma, with 14% of the total deposits in the state. As of December 17, 2017, 17% of its loan portfolio was to borrowers in the petroleum industry. BOK is an acronym for ""Bank of Oklahoma"". The company operates 7 banks with branches in 8 states: Bank of Oklahoma, Bank of Texas, Bank of Albuquerque, Bank of Arizona, Bank of Arkansas, Colorado State Bank and Trust, and MoBank. It also operates TransFund, Cavanal Hill Investment Management, BOSC, Inc. and the Milestone Group."
6031901,Evercore,3308,"Evercore Inc., formerly known as Evercore Partners, is a global independent investment banking advisory firm founded in 1995 by Roger Altman, David Offensend, and Austin Beutner. Evercore's Investment Banking business advises its clients on mergers and acquisitions, divestitures, restructurings, financings, public offerings, private placements and other strategic transactions and also provides institutional investors with macro and fundamental equity research, sales and trading execution. Evercore's Investment Management business comprises wealth management, institutional asset management and private equity investing. Evercore serves clients from 28 offices in North America, Europe, South America and Asia. Since 1995, the firm has advised on more than $3 trillion of merger, acquisition, recapitalization, and restructuring transactions."
6077301,MSC Industrial Direct,1584,"MSC Industrial Direct Co., Inc (MSC), through its subsidiaries, primarily, MSC Industrial Supply Co., is one of the largest industrial equipment distributors in the world. MSC is most famous for publishing ""The Big Book"", a catalog totaling over 3,000 pages detailing the company's products, which currently number over 1 million. MSC was founded in 1941 as ""Sid Tool, Inc."", by Sidney Jacobson, in New York's Little Italy. It originally sold cutting tools and accessories to New York City machine shops. The company later moved its headquarters to Plainview, NY, in 1970 Manhattan Supply Company was acquired and in 1998, moved to its current headquarters in Melville, New York. The company currently operates from five regional Customer Fulfillment Centers and 85 branch offices. On June 8, 2006, MSC completed the acquisition of J & L America, Inc., DBA, J & L Industrial Supply (J & L), a subsidiary of Kennametal for $349.5 million. In 2013 the company opened its co-headquarters office in Davidson, North Carolina which is located in the Charlotte, North Carolina metropolitan area. The company has expanded to 750 employees at the co-headquarters, with 120 employees making the move to the Carolinas from the Melville office."
6214025,Monster Beverage,10270,"Monster Beverage Corporation is an American beverage company that manufactures energy drinks including Monster Energy, Relentless and Burn. The company was originally founded as Hansen's in 1935 in Southern California, originally selling juice products. The company renamed itself as Monster Beverage in 2012, and then sold their Hansen's juices and sodas and their other non-energy drink brands to The Coca-Cola Company in 2015. As of May 2012, Monster held nearly 35% of the $31.9 billion US energy drink market."
6317124,Wyndham Destinations,2002,"Wyndham Destinations (formerly Wyndham Worldwide Corporation) is an American timeshare company. Wyndham Destinations, headquartered in Orlando, Florida, operates several hotel brands around the world. It is the holding company for RCI and other lodging brands. It was spun off from Cendant Corporation in July 2006. On June 1, 2018, Wyndham Worldwide spun-off Wyndham Hotels and Resorts as its own company, and renamed their organization to Wyndham Destinations."
6324689,IQVIA,11630,"IQVIA, formerly Quintiles and IMS Health, Inc., is an American multinational company serving the combined industries of health information technology and clinical research. It is a provider of biopharmaceutical development and commercial outsourcing services, focused primarily on Phase I-IV clinical trials and associated laboratory and analytical services, including consulting services. It has a network of more than 58,000 employees in more than 100 countries. As of 2017, IQVIA was reported to be one of the world's largest contract research organizations."
6355410,Idexx Laboratories,6601,"IDEXX Laboratories, Inc. is an American multinational corporation engaged in the development, manufacture, and distribution of products and services for the companion animal veterinary, livestock and poultry, water testing, and dairy markets. Incorporated in 1983 and headquartered in Westbrook, Maine, and EMEA in Hoofddorp, Netherlands, IDEXX offers products to customers in over 175 countries around the world and employs over 7,000 people in full-and part-time positions (). There are three main segments of the company: Companion Animal Group, Water, and Livestock, Poultry and Dairy (LPD). In addition, the company also manufactures and sells pet-side SNAP tests for a variety of animal health diagnostic uses."
6379442,Regal Beloit,921,"Regal Beloit Corporation, usually referred to as just Regal, is a manufacturer of electric motors headquartered in Beloit, Wisconsin. The company has manufacturing, sales, and service facilities throughout the United States, Canada, Mexico, Europe and Asia, with over 25,000 employees. As of year 2014, the company is ranked 713th on the Fortune 1000, and was the 17th largest corporation in Wisconsin. One of the largest electric motor manufacturers in the world, its Genteq brand brushless DC electric motors are found in almost all variable-speed residential HVAC equipment in the United States today, and its GE Commercial Motors, Leeson, and Marathon Electric Motor brands are used throughout the industrial sector."
6428267,AECOM,10553,"AECOM ( ) (formerly known as AECOM Technology Corporation) is an American multinational engineering firm. AECOM has approximately 87,000 employees, and is number 157 on the 2019 Fortune 500 list. The company's official name from 1990 to 2015 was AECOM Technology Corporation, and now it is AECOM. The company is listed on the New York Stock Exchange (NYSE) under the ticker symbol ACM and on the Frankfurt Stock Exchange under the ticker symbol E6Z."
6484777,FactSet,3739,"FactSet Research Systems Inc., trading as FactSet, is a financial data and software company headquartered in Norwalk, Connecticut, United States. The company provides integrated data and software solutions to investment professionals across the world. For fiscal year 2019, FactSet's total ASV and professional services revenues were $1.48 billion. FactSet offers access to data and analytics to portfolio managers, buy-side traders, middle-office professionals and investment bankers at global financial institutions (). The company does not offer products for individual investors. FactSet focuses on providing a seamless user experience spanning idea generation, research, portfolio construction, trade execution, performance measurement, risk management, reporting, and portfolio analysis across the front, middle, and back office to drive productivity and performance. FactSet's main differentiator is to be delivering flexible, open data and software solutions can be implemented across the portfolio lifecycle or as standalone components serving different workflows in the organization. FactSet provides clients with services, including client support & learning, implementation services, business advisory, data delivery, index services, portfolio data management, and transition services. FactSet's competitors include Bloomberg L.P., Thomson Reuters, and S&P Global."
6549017,Macerich,1559,"Macerich is a real estate investment trust that invests in shopping centers. It is the third-largest owner and operator of shopping centers in the United States. As of December 31, 2017, the company owned interests in 55 properties comprising 53 million square feet of leasable area. The company name is a portmanteau of its founders, Mace Siegel and Richard Cohen."
6687565,WellCare,3424,"WellCare Health Plans, Inc. began operations in 1985 and is based in Tampa, Florida. WellCare provides managed care services primarily through Medicaid, Medicare Advantage and Medicare Prescription Drug plans for more than 6.3 million members across the country. The company partners with more than 607,000 contracted providers and employs more than 14,000 associates. Wellcare Health Plans, Inc. is the holding company for several subsidiaries, including WellCare, Meridian Health Plan, Staywell Health Plan, 'Ohana Health Plan, Care1st Health Plan Arizona and Missouri Care, among others. Regional offices are located in Tampa, Atlanta, New York, Chicago, Detroit, Phoenix, Houston, Omaha and St. Louis, among others. WellCare is publicly traded on the New York Stock Exchange as NYSE:WCG. On March 27, 2019, Centene Corporation announced it would acquire WellCare for a total value of $17.3 billion."
6794062,NXP Semiconductors,14524,"NXP Semiconductors N.V. is a Dutch global semiconductor manufacturer headquartered in Eindhoven, Netherlands. The company employs approximately 31,000 people in more than 35 countries, including 11,200 engineers in 33 countries. NXP reported revenue of $6.1 billion in 2015, including one month of revenue contribution from recently merged Freescale Semiconductor. On October 27, 2016, it was announced that Qualcomm would try to buy NXP, but because the Chinese merger authority did not approve the acquisition before the deadline set by Qualcomm, it was effectively canceled on 26 July 2018."
6868649,Extra Space Storage,1467,"Extra Space Storage is a US provider of self-storage units, with 1,796 facilities across 40 states plus Washington, D.C. and Puerto Rico. Headquartered in Cottonwood Heights, Utah, Extra Space Storage is the second largest owner and/or operator of self-storage properties in the United States, as well as the largest self-storage management company. Extra Space Storage is a self-administered and self-managed real estate investment trust (REIT). , the company owned or operated a total of 1,796 self-storage stores across 40 states, Washington D.C., and Puerto Rico. Extra Space Storage has been publicly traded since 2004, and is traded on the New York Stock Exchange with the ticker symbol EXR. The company was founded in 1977 by Kenneth Woolley, who remains the chairman. Since 2017, Joseph D. Margolis has served as the company's CEO."
6869261,Extended Stay America,2121,"Extended Stay America, Inc. is the operator of an economy, extended-stay hotel chain consisting of 629 properties in the United States and Canada. It is publicly traded as a ""paired share"" with the real estate investment trust ESH Hospitality, Inc., the owner of the hotels. Extended Stay America is headquartered in Charlotte, North Carolina."
6872689,Abiomed,1093,"Abiomed is a manufacturer of medical implant devices, including the AbioCor artificial heart and Impella. It is headquartered in Danvers, Massachusetts and has three additional offices, two in Germany in the cities of Berlin and Aachen, and another in Japan. Michael R. Minogue joined Abiomed in 2004, and serves as CEO, Chairman and President. For fiscal year 2017, Abiomed reported $445.3 million in revenue and reported diluted earnings per share was $1.17 for the year. As of March 2019, Michael R. Minogue was Chairman, CEO & President of the company, while Dr. David M. Weber was the Chief Operating Officer. According to Bloomberg, the company ""engages in the research, development, and sale of medical devices to assist or replace the pumping function of the failing heart. It also provides continuum of care to heart failure patients"". Earlier in the year, the company had increased its 2019 revenue guidance to approximately $780 million."
7038503,CNA Financial,3194,"CNA Financial Corporation is a financial corporation based in Chicago, Illinois, United States. Its principal subsidiary, Continental Casualty Company (CCC), was founded in 1897. CNA, the current parent company, was incorporated in 1967. CNA is the seventh largest commercial insurer in the United States. CNA provides a broad range of standard and specialized property and casualty insurance products and services for businesses and professionals in the U.S., Canada, Europe and Asia, backed by 120 years of experience and more than $45 billion of assets. CNA itself is 90% owned by a holding company, Loews Corporation. This holding company also has interests in offshore oil and gas drilling rigs, natural gas transmission pipelines, oil and gas exploration, hotel operations and package manufacturing."
7055160,New York Community Bank,3915,"New York Community Bancorp, Inc. (NYCB) is a bank headquartered in Westbury, New York, with 225 branches in New York, New Jersey, Ohio, Florida, and Arizona. NYCB is on the list of largest banks in the United States. Almost all of the loans originated by the bank are either multi-family or commercial loans, many of which are in New York City and are subject laws regarding rent control in New York."
7116100,Dover Corporation,3770,"Dover Corporation is an American conglomerate manufacturer of industrial products. Founded in 1955 in New York City, Dover is now based in Downers Grove, Illinois, and employs more than 26,000 people worldwide. Dover's business is divided into three segments; Engineered Systems, Fluids, and Refrigeration & Food Equipment. Each segment holds operating companies that are run like independent companies. Dover is a constituent of the S&P 500 index and trades on the New York Stock Exchange under ""DOV"". Dover is ranked 360th on the Fortune 500. The company relocated its headquarters to Illinois from New York in mid-2010."
7173115,O'Reilly Auto Parts,8454,"O’Reilly Automotive, Inc. officially started in the auto parts business with one store in Springfield, Missouri, in December 1957. Michael Byrne O’Reilly immigrated to America in 1849, settling in St. Louis, he worked his way through school to earn a law degree, and then pursued a career as a title examiner. His son, Charles Francis O’Reilly, attended college in St. Louis and went to work in 1914 as a traveling salesman for Fred Campbell Auto Supply in St. Louis. By 1924, Charles had become familiar with the Springfield area, having traveled by train to sell auto parts throughout the territory. By 1932, he had become manager of Link Motor Supply in Springfield, and one of his sons, Charles H. (Chub) O’Reilly, joined the company. Together they provided the leadership and management that made Link the predominant auto parts store in the area. In 1957, Link planned a reorganization, which would have included the retirement of 72-year-old Charles F. O’Reilly, and the transfer of Chub O’Reilly to Kansas City. Since neither agreed with these plans, they made the decision to form their own company, O’Reilly Automotive, Inc. They opened for business on December 2, 1957, with one store and 13 employees at 403 Sherman in Springfield. Their sales totaled $700,000 in 1958, their first full year of business. By 1961, the company’s volume had reached $1.3 million — the combined volume of O’Reilly Automotive and Ozark Automotive Distributors, a division formed to serve independent automotive jobbers in the area. In March 1975, annual sales volume rose to $7 million and a 52,000 square-foot facility at 233 S. Patterson was built for the O’Reilly/Ozark warehouse operation. By that time, the company had nine stores, all located in southwest Missouri. O'Reilly Auto Parts was known for its open racism and refusal to hire African American employees, as portrayed in ."
7287921,Terex,2512,"Terex Corporation is an American worldwide manufacturer of lifting and material handling solutions for a variety of industries, including construction, infrastructure, quarrying, recycling, energy, mining, shipping, transportation, refining and utilities. The company's major business segments include aerial work platforms, construction, cranes, material handling & port solutions and materials processing. Terex operates manufacturing facilities throughout the world. Terex offers financial products and services to assist in the acquisition of Terex equipment through Terex Financial Services."
7367581,ON Semiconductor,6297,"ON Semiconductor is a Fortune 500 semiconductors supplier company. Products include power and signal management, logic, discrete, and custom devices for automotive, communications, computing, consumer, industrial, LED lighting, medical, military/aerospace and power applications. ON Semiconductor runs a network of manufacturing facilities, sales offices and design centers in North America, Europe, and the Asia Pacific regions. Headquartered in Phoenix, Arizona, ON Semiconductor has revenues of $3.907 billion (2016), which puts it among the worldwide top 20 semiconductor sales leaders."
7427236,Realogy,1979,"Realogy Holdings Corp. (pronounced ""rēl′ ə jē"", as in ""real"" estate) is an American publicly owned real estate and relocation services company. It owns and franchises several real estate brands and brokerages, and offers relocation, title and settlement services."
7429730,Intercontinental Exchange,9540,"Intercontinental Exchange (ICE) is an American company that owns exchanges for financial and commodity markets, and operates 12 regulated exchanges and marketplaces. This includes ICE futures exchanges in the United States, Canada and Europe, the Liffe futures exchanges in Europe, the New York Stock Exchange, equity options exchanges and OTC energy, credit and equity markets. ICE also owns and operates 6 central clearing houses: ICE Clear U.S., ICE Clear Europe, ICE Clear Singapore, ICE Clear Credit, ICE Clear Netherlands and ICE NGX. ICE has offices in Atlanta, New York, London, Chicago, Bedford, Houston, Winnipeg, Amsterdam, Calgary, Washington, D.C., San Francisco, Tel Aviv and Singapore."
7453842,Brandywine Realty Trust,895,"Brandywine Realty Trust is one of the largest, publicly traded, full-service, integrated real estate companies in the United States with a core focus in the Philadelphia, Washington, D.C., and Austin markets. Organized as a real estate investment trust (REIT), they own, develop, lease and manage an urban, town center and transit-oriented portfolio. As of March 31, 2018, the company's portfolio consists of 185 properties containing 25.3 million net rentable square feet."
7492859,CME Group,8746,"CME Group Inc. (Chicago Mercantile Exchange & Chicago Board of Trade) is a global markets company. It owns large derivatives, options and futures exchanges in Chicago and New York City using its CME Globex trading platforms. It also owns CME Clearing which provides settlement and clearing of exchange trades. CME Group offers the widest range of global benchmark products across all major asset classes based on interest rates, equity indexes, foreign exchange, energy, agricultural products and metals. It has been described by The Economist as ""The biggest financial exchange you have never heard of"". The corporate world headquarters are in Chicago in The Loop. The corporation was formed by the 2007 merger of the Chicago Mercantile Exchange (CME) and the Chicago Board of Trade (CBOT). The next year it bought the New York Mercantile Exchange."
